month_n,pdays_n,duration,campaign_n,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
4,0,92,0,-3.4,92.431,-26.9,0.737,5017.5
8,0,341,1,-1.8,93.075,-47.1,1.405,5099.1
1,0,104,0,1.4,94.465,-41.8,4.962,5228.1
0,0,97,2,-1.8,92.893,-46.2,1.264,5099.1
0,0,614,2,-1.8,92.893,-46.2,1.291,5099.1
1,3,352,0,-1.7,94.055,-39.8,0.761,4991.6
1,0,136,0,1.4,94.465,-41.8,4.865,5228.1
0,0,669,0,-1.8,92.893,-46.2,1.25,5099.1
2,0,213,1,1.4,93.918,-42.7,4.963,5228.1
0,0,68,1,-1.8,92.893,-46.2,1.244,5099.1
1,0,24,6,1.4,94.465,-41.8,4.959,5228.1
3,0,226,1,1.4,93.444,-36.1,4.966,5228.1
0,0,211,0,-1.8,92.893,-46.2,1.281,5099.1
1,0,536,0,1.4,94.465,-41.8,4.864,5228.1
0,0,272,3,-1.8,92.893,-46.2,1.327,5099.1
0,0,201,3,1.1,93.994,-36.4,4.856,5191.0
2,0,216,7,1.4,93.918,-42.7,4.963,5228.1
8,0,333,2,-1.8,93.075,-47.1,1.405,5099.1
3,0,348,0,1.4,93.444,-36.1,4.966,5228.1
2,0,147,1,1.4,93.918,-42.7,4.958,5228.1
3,0,115,0,1.4,93.444,-36.1,4.964,5228.1
3,0,65,1,1.4,93.444,-36.1,4.962,5228.1
3,0,276,1,1.4,93.444,-36.1,4.968,5228.1
2,0,70,0,1.4,93.918,-42.7,4.963,5228.1
3,0,63,1,1.4,93.444,-36.1,4.966,5228.1
1,0,43,8,1.4,94.465,-41.8,4.961,5228.1
2,0,491,0,1.4,93.918,-42.7,4.962,5228.1
1,0,253,1,1.4,94.465,-41.8,4.959,5228.1
2,0,85,2,1.4,93.918,-42.7,4.962,5228.1
2,0,185,1,1.4,93.918,-42.7,4.957,5228.1
2,0,126,1,1.4,93.918,-42.7,4.963,5228.1
1,0,13,9,1.4,94.465,-41.8,4.959,5228.1
0,0,453,0,1.1,93.994,-36.4,4.857,5191.0
8,0,244,0,-1.8,93.075,-47.1,1.41,5099.1
3,0,169,0,1.4,93.444,-36.1,4.967,5228.1
0,0,228,0,1.1,93.994,-36.4,4.86,5191.0
0,0,194,1,1.1,93.994,-36.4,4.858,5191.0
8,0,226,1,-1.8,93.075,-47.1,1.415,5099.1
1,0,639,1,1.4,94.465,-41.8,4.967,5228.1
1,0,1259,5,1.4,94.465,-41.8,4.864,5228.1
1,0,124,3,1.4,94.465,-41.8,4.959,5228.1
1,0,292,0,1.4,94.465,-41.8,4.864,5228.1
2,0,164,1,1.4,93.918,-42.7,4.959,5228.1
2,0,255,0,1.4,93.918,-42.7,4.963,5228.1
3,0,188,2,1.4,93.444,-36.1,4.964,5228.1
0,0,33,0,1.1,93.994,-36.4,4.857,5191.0
0,0,140,1,-1.8,92.893,-46.2,1.334,5099.1
5,0,70,0,-0.1,93.2,-42.0,4.12,5195.8
0,0,76,2,-1.8,92.893,-46.2,1.266,5099.1
3,0,160,0,-2.9,92.201,-31.4,0.873,5076.2
0,0,309,2,-1.8,92.893,-46.2,1.25,5099.1
5,0,844,1,-0.1,93.2,-42.0,4.12,5195.8
3,0,12,21,1.4,93.444,-36.1,4.962,5228.1
0,0,14,5,-1.8,92.893,-46.2,1.25,5099.1
0,0,130,1,1.1,93.994,-36.4,4.859,5191.0
0,0,92,1,1.1,93.994,-36.4,4.857,5191.0
3,0,159,0,1.4,93.444,-36.1,4.963,5228.1
5,0,15,0,-0.1,93.2,-42.0,4.7,5195.8
3,0,216,2,1.4,93.444,-36.1,4.966,5228.1
3,0,780,1,1.4,93.444,-36.1,4.966,5228.1
8,0,266,0,-1.8,93.075,-47.1,1.365,5099.1
0,0,166,2,1.1,93.994,-36.4,4.855,5191.0
0,0,177,0,1.1,93.994,-36.4,4.857,5191.0
1,0,19,3,1.4,94.465,-41.8,4.961,5228.1
2,0,306,0,1.4,93.918,-42.7,4.96,5228.1
8,0,368,0,-1.8,93.075,-47.1,1.365,5099.1
0,0,296,0,-1.8,92.893,-46.2,1.299,5099.1
5,0,108,0,-0.1,93.2,-42.0,4.12,5195.8
3,0,384,5,1.4,93.444,-36.1,4.963,5228.1
1,0,219,0,1.4,94.465,-41.8,4.967,5228.1
8,0,104,0,-1.8,93.075,-47.1,1.365,5099.1
0,0,159,2,-1.8,92.893,-46.2,1.244,5099.1
5,0,145,0,-0.1,93.2,-42.0,4.406,5195.8
0,0,70,1,1.1,93.994,-36.4,4.856,5191.0
2,0,255,2,1.4,93.918,-42.7,4.963,5228.1
2,0,29,0,-1.7,94.215,-40.3,0.793,4991.6
0,0,153,0,-1.8,92.893,-46.2,1.334,5099.1
1,0,280,5,-2.9,92.963,-40.8,1.235,5076.2
2,1,169,1,-1.7,94.215,-40.3,0.899,4991.6
3,2,103,0,-2.9,92.201,-31.4,0.873,5076.2
8,0,108,0,-1.8,93.075,-47.1,1.405,5099.1
7,11,277,1,-1.8,93.369,-34.8,0.635,5008.7
3,0,35,9,1.4,93.444,-36.1,4.963,5228.1
2,0,77,0,1.4,93.918,-42.7,4.962,5228.1
5,0,116,0,-0.1,93.2,-42.0,4.076,5195.8
0,0,50,2,1.1,93.994,-36.4,4.856,5191.0
3,0,958,4,1.4,93.444,-36.1,4.965,5228.1
1,0,31,5,1.4,94.465,-41.8,4.959,5228.1
0,0,861,1,1.1,93.994,-36.4,4.857,5191.0
2,0,339,7,1.4,93.918,-42.7,4.963,5228.1
9,0,79,1,-1.1,94.199,-37.5,0.879,4963.6
5,0,120,1,-0.1,93.2,-42.0,4.153,5195.8
5,0,89,1,-0.1,93.2,-42.0,4.191,5195.8
0,0,174,1,-1.8,92.893,-46.2,1.313,5099.1
0,0,304,1,-1.8,92.893,-46.2,1.344,5099.1
0,0,583,5,1.1,93.994,-36.4,4.857,5191.0
3,0,202,1,1.4,93.444,-36.1,4.963,5228.1
3,0,148,12,1.4,93.444,-36.1,4.964,5228.1
2,0,9,5,1.4,93.918,-42.7,4.968,5228.1
1,0,107,13,1.4,94.465,-41.8,4.959,5228.1
3,0,35,9,1.4,93.444,-36.1,4.962,5228.1
9,0,953,1,-1.1,94.199,-37.5,0.876,4963.6
3,0,343,0,1.4,93.444,-36.1,4.965,5228.1
1,0,642,1,1.4,94.465,-41.8,4.967,5228.1
2,0,66,0,1.4,93.918,-42.7,4.961,5228.1
0,0,45,3,-1.8,92.893,-46.2,1.27,5099.1
0,0,393,0,-1.8,92.893,-46.2,1.327,5099.1
0,0,337,1,1.1,93.994,-36.4,4.857,5191.0
0,0,360,5,1.1,93.994,-36.4,4.856,5191.0
2,0,438,1,1.4,93.918,-42.7,4.962,5228.1
2,0,111,0,1.4,93.918,-42.7,4.96,5228.1
3,0,297,0,1.4,93.444,-36.1,4.963,5228.1
0,0,102,0,-1.8,92.893,-46.2,1.327,5099.1
2,0,182,1,1.4,93.918,-42.7,4.958,5228.1
8,0,120,0,-1.8,93.075,-47.1,1.445,5099.1
2,0,251,0,1.4,93.918,-42.7,4.957,5228.1
1,0,55,0,1.4,94.465,-41.8,4.962,5228.1
2,0,1056,1,1.4,93.918,-42.7,4.961,5228.1
0,0,51,2,1.1,93.994,-36.4,4.856,5191.0
0,0,43,1,1.1,93.994,-36.4,4.864,5191.0
3,0,96,0,-2.9,92.201,-31.4,0.859,5076.2
3,0,328,1,1.4,93.444,-36.1,4.965,5228.1
2,0,184,0,1.4,93.918,-42.7,4.962,5228.1
2,0,39,0,1.4,93.918,-42.7,4.963,5228.1
3,0,482,0,1.4,93.444,-36.1,4.968,5228.1
2,0,51,0,1.4,93.918,-42.7,4.968,5228.1
2,0,80,2,1.4,93.918,-42.7,4.96,5228.1
8,0,257,0,-1.8,93.075,-47.1,1.405,5099.1
0,0,16,0,-1.8,93.876,-40.0,0.672,5008.7
2,0,68,1,1.4,93.918,-42.7,4.961,5228.1
0,0,852,1,1.1,93.994,-36.4,4.859,5191.0
5,0,40,0,-0.1,93.2,-42.0,4.153,5195.8
1,0,78,0,1.4,94.465,-41.8,4.961,5228.1
0,0,77,1,-1.8,92.893,-46.2,1.354,5099.1
2,0,51,3,-2.9,92.469,-33.6,0.908,5076.2
0,0,133,1,-1.8,92.893,-46.2,1.25,5099.1
2,0,176,0,1.4,93.918,-42.7,4.962,5228.1
3,0,85,3,1.4,93.444,-36.1,4.963,5228.1
1,0,1093,0,1.4,94.465,-41.8,4.96,5228.1
3,0,131,0,-2.9,92.201,-31.4,0.881,5076.2
0,0,183,4,1.1,93.994,-36.4,4.86,5191.0
8,12,266,1,-1.8,93.075,-47.1,1.365,5099.1
2,0,121,0,1.4,93.918,-42.7,4.96,5228.1
2,0,42,5,1.4,93.918,-42.7,4.96,5228.1
3,0,116,0,1.4,93.444,-36.1,4.97,5228.1
2,0,163,0,1.4,93.918,-42.7,4.962,5228.1
2,0,71,2,1.4,93.918,-42.7,4.963,5228.1
0,0,1298,1,-1.8,92.893,-46.2,1.281,5099.1
1,0,23,0,1.4,94.465,-41.8,4.864,5228.1
0,0,114,0,-1.8,92.893,-46.2,1.244,5099.1
1,0,145,0,1.4,94.465,-41.8,4.961,5228.1
3,0,551,1,1.4,93.444,-36.1,4.963,5228.1
2,0,167,0,-2.9,92.469,-33.6,1.029,5076.2
0,0,155,5,-1.8,92.893,-46.2,1.25,5099.1
3,0,275,8,1.4,93.444,-36.1,4.967,5228.1
0,0,267,0,1.1,93.994,-36.4,4.857,5191.0
2,0,105,1,1.4,93.918,-42.7,4.96,5228.1
0,0,895,11,-1.8,92.893,-46.2,1.244,5099.1
2,0,482,2,1.4,93.918,-42.7,4.96,5228.1
3,0,112,2,1.4,93.444,-36.1,4.966,5228.1
2,0,57,4,1.4,93.918,-42.7,4.962,5228.1
3,0,70,2,-2.9,92.201,-31.4,0.869,5076.2
0,0,955,1,-1.8,92.893,-46.2,1.291,5099.1
1,0,342,9,1.4,94.465,-41.8,4.967,5228.1
5,0,352,3,-0.1,93.2,-42.0,4.12,5195.8
0,0,297,1,-1.8,92.893,-46.2,1.313,5099.1
1,0,74,4,1.4,94.465,-41.8,4.866,5228.1
0,0,20,4,-1.8,92.893,-46.2,1.299,5099.1
3,0,226,0,1.4,93.444,-36.1,4.965,5228.1
0,0,67,0,-1.8,92.893,-46.2,1.299,5099.1
1,0,147,0,1.4,94.465,-41.8,4.865,5228.1
1,0,98,0,1.4,94.465,-41.8,4.864,5228.1
0,0,217,0,1.1,93.994,-36.4,4.857,5191.0
3,0,239,2,-1.7,94.027,-38.3,0.896,4991.6
3,0,414,0,1.4,93.444,-36.1,4.964,5228.1
3,0,120,1,1.4,93.444,-36.1,4.965,5228.1
3,0,110,1,1.4,93.444,-36.1,4.966,5228.1
9,0,6,0,-1.1,94.199,-37.5,0.877,4963.6
1,0,346,2,1.4,94.465,-41.8,4.866,5228.1
0,0,260,0,1.1,93.994,-36.4,4.859,5191.0
2,0,94,0,1.4,93.918,-42.7,4.968,5228.1
3,0,173,2,1.4,93.444,-36.1,4.966,5228.1
0,0,22,1,-1.8,92.893,-46.2,1.334,5099.1
1,0,167,3,1.4,94.465,-41.8,4.967,5228.1
4,0,185,1,-3.4,92.431,-26.9,0.722,5017.5
2,0,231,7,1.4,93.918,-42.7,4.962,5228.1
2,0,1127,2,1.4,93.918,-42.7,4.957,5228.1
0,0,205,6,1.1,93.994,-36.4,4.857,5191.0
2,0,203,0,-2.9,92.469,-33.6,1.059,5076.2
1,0,100,3,1.4,94.465,-41.8,4.865,5228.1
0,0,1273,0,1.1,93.994,-36.4,4.856,5191.0
9,0,80,2,-3.4,92.379,-29.8,0.739,5017.5
9,0,116,1,-1.1,94.199,-37.5,0.883,4963.6
2,0,153,1,1.4,93.918,-42.7,4.96,5228.1
0,0,208,0,-1.8,92.893,-46.2,1.244,5099.1
8,0,383,0,-1.8,93.075,-47.1,1.405,5099.1
0,0,152,2,-1.8,92.893,-46.2,1.281,5099.1
0,0,74,7,-1.8,92.893,-46.2,1.344,5099.1
1,0,404,1,1.4,94.465,-41.8,4.962,5228.1
0,0,237,6,-1.8,93.876,-40.0,0.692,5008.7
2,0,55,2,1.4,93.918,-42.7,4.961,5228.1
0,0,47,1,-1.8,92.893,-46.2,1.25,5099.1
2,0,149,1,1.4,93.918,-42.7,4.962,5228.1
3,0,272,1,1.4,93.444,-36.1,4.965,5228.1
0,0,37,0,1.1,93.994,-36.4,4.859,5191.0
2,0,271,1,1.4,93.918,-42.7,4.963,5228.1
0,0,240,2,1.1,93.994,-36.4,4.855,5191.0
5,0,1192,0,-0.1,93.2,-42.0,4.076,5195.8
0,0,168,1,-1.8,92.893,-46.2,1.313,5099.1
0,0,363,4,1.1,93.994,-36.4,4.856,5191.0
5,0,140,1,-0.1,93.2,-42.0,4.153,5195.8
0,0,355,1,1.1,93.994,-36.4,4.864,5191.0
2,0,183,1,1.4,93.918,-42.7,4.962,5228.1
0,0,174,0,-1.8,92.893,-46.2,1.354,5099.1
2,0,1820,3,1.4,93.918,-42.7,4.962,5228.1
0,0,300,1,1.1,93.994,-36.4,4.855,5191.0
2,0,81,4,1.4,93.918,-42.7,4.962,5228.1
0,0,1203,2,1.1,93.994,-36.4,4.858,5191.0
3,0,111,0,-1.7,94.027,-38.3,0.9,4991.6
1,0,335,1,-2.9,92.963,-40.8,1.266,5076.2
3,0,687,1,1.4,93.444,-36.1,4.964,5228.1
8,0,149,1,-1.8,93.075,-47.1,1.405,5099.1
0,0,222,0,-1.8,92.893,-46.2,1.244,5099.1
7,0,284,1,-1.8,93.369,-34.8,0.652,5008.7
2,0,467,0,1.4,93.918,-42.7,4.957,5228.1
0,0,763,0,-1.8,92.893,-46.2,1.313,5099.1
0,3,245,2,-1.8,92.893,-46.2,1.266,5099.1
5,1,627,1,-3.4,92.649,-30.1,0.714,5017.5
1,0,280,0,1.4,94.465,-41.8,4.959,5228.1
2,0,225,0,1.4,93.918,-42.7,4.962,5228.1
3,0,337,3,1.4,93.444,-36.1,4.97,5228.1
1,0,516,4,1.4,94.465,-41.8,4.967,5228.1
0,0,316,0,-1.8,92.893,-46.2,1.281,5099.1
0,0,63,0,-1.8,92.893,-46.2,1.313,5099.1
0,0,136,1,1.1,93.994,-36.4,4.864,5191.0
3,0,128,0,1.4,93.444,-36.1,4.965,5228.1
0,0,339,9,1.1,93.994,-36.4,4.858,5191.0
8,0,317,1,-1.8,93.075,-47.1,1.405,5099.1
0,0,101,0,-1.8,92.893,-46.2,1.313,5099.1
0,0,212,0,-1.8,92.893,-46.2,1.327,5099.1
0,0,360,1,1.1,93.994,-36.4,4.859,5191.0
0,0,363,6,1.1,93.994,-36.4,4.864,5191.0
5,0,201,0,-0.1,93.2,-42.0,4.12,5195.8
3,0,394,5,-1.7,94.027,-38.3,0.898,4991.6
8,0,210,1,-1.8,93.075,-47.1,1.405,5099.1
6,0,705,1,-3.0,92.713,-33.0,0.718,5023.5
2,0,590,15,1.4,93.918,-42.7,4.961,5228.1
0,0,495,0,-1.8,92.893,-46.2,1.344,5099.1
2,0,190,3,1.4,93.918,-42.7,4.968,5228.1
2,0,119,1,1.4,93.918,-42.7,4.963,5228.1
0,0,610,2,-1.8,92.893,-46.2,1.266,5099.1
2,0,661,3,1.4,93.918,-42.7,4.962,5228.1
0,0,720,2,1.1,93.994,-36.4,4.86,5191.0
5,0,419,4,-0.1,93.2,-42.0,4.12,5195.8
2,0,75,0,1.4,93.918,-42.7,4.957,5228.1
1,0,541,13,1.4,94.465,-41.8,4.96,5228.1
0,0,358,1,1.1,93.994,-36.4,4.857,5191.0
3,0,100,1,1.4,93.444,-36.1,4.963,5228.1
1,0,69,3,1.4,94.465,-41.8,4.864,5228.1
8,6,687,0,-1.8,93.075,-47.1,1.365,5099.1
0,0,131,0,1.1,93.994,-36.4,4.86,5191.0
2,0,192,0,1.4,93.918,-42.7,4.961,5228.1
2,0,118,4,1.4,93.918,-42.7,4.961,5228.1
1,0,130,1,1.4,94.465,-41.8,4.958,5228.1
1,0,295,2,-2.9,92.963,-40.8,1.215,5076.2
7,0,119,1,-1.8,93.369,-34.8,0.649,5008.7
0,0,80,1,1.1,93.994,-36.4,4.857,5191.0
0,0,501,1,1.1,93.994,-36.4,4.858,5191.0
0,0,428,2,-1.8,92.893,-46.2,1.266,5099.1
0,0,105,3,-1.8,92.893,-46.2,1.334,5099.1
9,0,378,3,-1.1,94.199,-37.5,0.879,4963.6
0,0,36,8,-1.8,92.893,-46.2,1.281,5099.1
0,0,30,1,1.1,93.994,-36.4,4.86,5191.0
2,0,616,10,1.4,93.918,-42.7,4.961,5228.1
3,0,35,9,1.4,93.444,-36.1,4.963,5228.1
5,0,47,1,-0.1,93.2,-42.0,4.021,5195.8
0,0,205,7,1.1,93.994,-36.4,4.857,5191.0
5,0,98,0,-0.1,93.2,-42.0,4.021,5195.8
0,0,332,1,1.1,93.994,-36.4,4.856,5191.0
0,0,292,0,1.1,93.994,-36.4,4.856,5191.0
5,0,88,0,-0.1,93.2,-42.0,4.12,5195.8
5,0,360,0,-0.1,93.2,-42.0,4.12,5195.8
0,0,1581,1,1.1,93.994,-36.4,4.856,5191.0
0,0,147,4,1.1,93.994,-36.4,4.857,5191.0
0,0,87,1,1.1,93.994,-36.4,4.857,5191.0
0,0,204,1,-1.8,92.893,-46.2,1.281,5099.1
