month_n,pdays_n,duration,campaign_n,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
5,0,433,0,-0.1,93.2,-42.0,4.191,5195.8
1,0,514,1,1.4,94.465,-41.8,4.967,5228.1
3,0,768,0,1.4,93.444,-36.1,4.966,5228.1
8,0,2316,0,-1.8,93.075,-47.1,1.466,5099.1
1,0,345,0,1.4,94.465,-41.8,4.962,5228.1
0,0,54,3,1.1,93.994,-36.4,4.858,5191.0
3,3,120,0,-2.9,92.201,-31.4,0.884,5076.2
3,0,388,3,1.4,93.444,-36.1,4.965,5228.1
8,0,73,0,-1.8,93.075,-47.1,1.405,5099.1
8,0,357,1,-1.8,93.075,-47.1,1.41,5099.1
0,0,299,2,-1.8,92.893,-46.2,1.313,5099.1
0,0,294,0,-1.8,92.893,-46.2,1.344,5099.1
0,0,464,1,1.1,93.994,-36.4,4.86,5191.0
3,0,131,0,1.4,93.444,-36.1,4.966,5228.1
1,0,183,0,1.4,94.465,-41.8,4.961,5228.1
1,0,100,6,1.4,94.465,-41.8,4.961,5228.1
0,0,259,0,-1.8,92.893,-46.2,1.344,5099.1
0,0,155,1,-1.8,92.893,-46.2,1.291,5099.1
0,0,95,0,-1.8,92.893,-46.2,1.27,5099.1
5,0,549,1,-0.1,93.2,-42.0,4.021,5195.8
1,0,167,0,-2.9,92.963,-40.8,1.26,5076.2
0,0,270,3,-1.8,92.893,-46.2,1.334,5099.1
7,0,93,0,-1.8,93.369,-34.8,0.643,5008.7
0,0,69,0,-1.8,92.893,-46.2,1.281,5099.1
0,0,266,0,1.1,93.994,-36.4,4.855,5191.0
0,0,420,1,1.1,93.994,-36.4,4.86,5191.0
0,0,143,2,1.1,93.994,-36.4,4.855,5191.0
2,0,30,1,1.4,93.918,-42.7,4.962,5228.1
1,0,294,1,1.4,94.465,-41.8,4.864,5228.1
0,0,42,6,1.1,93.994,-36.4,4.86,5191.0
5,0,118,0,-0.1,93.2,-42.0,4.153,5195.8
5,0,643,3,-3.4,92.649,-30.1,0.714,5017.5
2,0,135,2,1.4,93.918,-42.7,4.959,5228.1
0,0,21,5,-1.8,92.893,-46.2,1.281,5099.1
8,0,267,1,-1.8,93.075,-47.1,1.405,5099.1
3,0,784,0,1.4,93.444,-36.1,4.966,5228.1
0,0,277,0,1.1,93.994,-36.4,4.856,5191.0
2,0,321,2,1.4,93.918,-42.7,4.96,5228.1
5,0,257,0,-0.1,93.2,-42.0,4.153,5195.8
1,0,187,0,1.4,94.465,-41.8,4.961,5228.1
5,0,385,0,-0.1,93.2,-42.0,4.12,5195.8
3,0,293,0,1.4,93.444,-36.1,4.964,5228.1
0,3,752,1,-1.8,92.893,-46.2,1.266,5099.1
1,0,385,0,1.4,94.465,-41.8,4.961,5228.1
0,0,1147,1,1.1,93.994,-36.4,4.857,5191.0
3,0,661,0,1.4,93.444,-36.1,4.964,5228.1
0,0,87,0,-1.8,92.893,-46.2,1.25,5099.1
0,0,16,6,-1.8,92.893,-46.2,1.266,5099.1
0,0,192,0,1.1,93.994,-36.4,4.858,5191.0
1,0,662,4,1.4,94.465,-41.8,4.864,5228.1
2,0,166,0,1.4,93.918,-42.7,4.957,5228.1
0,0,163,1,1.1,93.994,-36.4,4.856,5191.0
0,0,241,1,1.1,93.994,-36.4,4.86,5191.0
2,0,730,0,1.4,93.918,-42.7,4.962,5228.1
2,0,317,2,1.4,93.918,-42.7,4.96,5228.1
3,0,100,4,1.4,93.444,-36.1,4.966,5228.1
2,0,117,6,1.4,93.918,-42.7,4.963,5228.1
0,0,106,1,-1.8,92.893,-46.2,1.266,5099.1
3,0,2089,5,1.4,93.444,-36.1,4.965,5228.1
3,0,242,3,1.4,93.444,-36.1,4.968,5228.1
0,0,51,1,1.1,93.994,-36.4,4.86,5191.0
4,0,511,2,-3.4,92.431,-26.9,0.743,5017.5
0,0,418,1,1.1,93.994,-36.4,4.856,5191.0
0,1,113,0,-1.8,93.876,-40.0,0.668,5008.7
5,0,661,0,-0.1,93.2,-42.0,4.021,5195.8
2,0,85,1,1.4,93.918,-42.7,4.961,5228.1
0,0,63,4,-1.8,92.893,-46.2,1.244,5099.1
1,0,244,2,1.4,94.465,-41.8,4.961,5228.1
2,0,192,2,1.4,93.918,-42.7,4.961,5228.1
0,0,233,1,-1.8,92.893,-46.2,1.354,5099.1
1,0,140,0,1.4,94.465,-41.8,4.961,5228.1
0,0,69,0,-1.8,92.893,-46.2,1.281,5099.1
3,0,212,1,1.4,93.444,-36.1,4.964,5228.1
2,0,702,1,1.4,93.918,-42.7,4.961,5228.1
0,0,87,0,1.1,93.994,-36.4,4.864,5191.0
0,0,197,0,1.1,93.994,-36.4,4.864,5191.0
2,0,228,0,1.4,93.918,-42.7,4.962,5228.1
1,0,64,0,1.4,94.465,-41.8,4.961,5228.1
0,0,176,1,1.1,93.994,-36.4,4.855,5191.0
2,0,289,0,-1.7,94.215,-40.3,0.827,4991.6
2,0,68,0,1.4,93.918,-42.7,4.959,5228.1
2,0,1508,0,1.4,93.918,-42.7,4.961,5228.1
0,0,399,2,1.1,93.994,-36.4,4.857,5191.0
8,0,567,1,-1.8,93.075,-47.1,1.41,5099.1
3,0,87,0,-2.9,92.201,-31.4,0.879,5076.2
2,0,49,0,1.4,93.918,-42.7,4.962,5228.1
7,0,86,1,-1.8,92.843,-50.0,1.538,5099.1
0,0,46,0,-1.8,92.893,-46.2,1.344,5099.1
1,0,61,15,1.4,94.465,-41.8,4.962,5228.1
1,0,14,1,1.4,94.465,-41.8,4.959,5228.1
0,0,220,2,1.1,93.994,-36.4,4.857,5191.0
0,0,489,1,1.1,93.994,-36.4,4.856,5191.0
0,0,135,0,1.1,93.994,-36.4,4.857,5191.0
2,0,282,5,1.4,93.918,-42.7,4.961,5228.1
5,0,92,2,-1.1,94.767,-50.8,1.04,4963.6
1,0,398,1,1.4,94.465,-41.8,4.961,5228.1
8,0,234,0,-1.8,93.075,-47.1,1.41,5099.1
3,0,108,3,1.4,93.444,-36.1,4.966,5228.1
0,0,204,0,1.1,93.994,-36.4,4.858,5191.0
1,0,46,0,-1.7,94.055,-39.8,0.715,4991.6
3,0,142,0,1.4,93.444,-36.1,4.968,5228.1
0,0,489,0,1.1,93.994,-36.4,4.857,5191.0
3,2,187,0,-2.9,92.201,-31.4,0.884,5076.2
1,0,624,1,1.4,94.465,-41.8,4.864,5228.1
2,0,135,0,1.4,93.918,-42.7,4.962,5228.1
0,0,128,0,-1.8,92.893,-46.2,1.313,5099.1
8,4,412,0,-1.8,93.075,-47.1,1.365,5099.1
1,0,76,1,-2.9,92.963,-40.8,1.268,5076.2
4,0,167,2,-3.4,92.431,-26.9,0.739,5017.5
3,0,59,2,1.4,93.444,-36.1,4.963,5228.1
2,0,312,0,1.4,93.918,-42.7,4.962,5228.1
0,0,68,0,-1.8,92.893,-46.2,1.244,5099.1
5,0,81,5,-0.1,93.2,-42.0,4.021,5195.8
1,0,123,2,1.4,94.465,-41.8,4.959,5228.1
0,0,91,2,1.1,93.994,-36.4,4.858,5191.0
0,0,151,1,-1.8,92.893,-46.2,1.281,5099.1
5,0,130,0,-0.1,93.2,-42.0,4.153,5195.8
1,0,211,1,1.4,94.465,-41.8,4.958,5228.1
0,0,193,0,1.1,93.994,-36.4,4.857,5191.0
0,0,73,5,-1.8,92.893,-46.2,1.244,5099.1
2,0,54,7,1.4,93.918,-42.7,4.96,5228.1
0,0,82,1,1.1,93.994,-36.4,4.86,5191.0
0,0,210,5,-1.8,92.893,-46.2,1.266,5099.1
5,0,15,1,-0.1,93.2,-42.0,4.021,5195.8
2,0,85,1,1.4,93.918,-42.7,4.968,5228.1
0,0,290,0,1.1,93.994,-36.4,4.857,5191.0
3,0,481,1,-1.7,94.027,-38.3,0.899,4991.6
1,0,602,1,1.4,94.465,-41.8,4.958,5228.1
2,0,116,2,-2.9,92.469,-33.6,0.921,5076.2
0,0,39,2,1.1,93.994,-36.4,4.857,5191.0
1,0,9,6,1.4,94.465,-41.8,4.959,5228.1
2,0,417,4,1.4,93.918,-42.7,4.962,5228.1
3,0,360,0,-2.9,92.201,-31.4,0.859,5076.2
5,0,265,0,-0.1,93.2,-42.0,4.191,5195.8
9,0,563,0,-3.4,92.379,-29.8,0.803,5017.5
0,0,41,1,1.1,93.994,-36.4,4.857,5191.0
2,0,198,0,1.4,93.918,-42.7,4.957,5228.1
5,0,174,0,-0.1,93.2,-42.0,4.076,5195.8
5,0,51,0,-0.1,93.2,-42.0,4.153,5195.8
7,3,128,0,-1.8,93.369,-34.8,0.637,5008.7
0,0,195,0,1.1,93.994,-36.4,4.857,5191.0
2,0,200,2,1.4,93.918,-42.7,4.962,5228.1
5,0,454,0,-0.1,93.2,-42.0,4.191,5195.8
3,0,22,3,1.4,93.444,-36.1,4.962,5228.1
3,0,225,3,1.4,93.444,-36.1,4.964,5228.1
0,0,465,2,1.1,93.994,-36.4,4.86,5191.0
0,0,431,0,-1.8,92.893,-46.2,1.291,5099.1
5,0,57,0,-0.1,93.2,-42.0,4.12,5195.8
3,0,88,0,-2.9,92.201,-31.4,0.881,5076.2
0,0,202,1,-1.8,92.893,-46.2,1.313,5099.1
5,1,238,1,-3.4,92.649,-30.1,0.716,5017.5
0,0,488,11,1.1,93.994,-36.4,4.859,5191.0
1,0,266,1,1.4,94.465,-41.8,4.865,5228.1
3,0,262,3,1.4,93.444,-36.1,4.966,5228.1
0,0,127,2,1.1,93.994,-36.4,4.859,5191.0
0,0,105,0,-1.8,92.893,-46.2,1.266,5099.1
0,0,441,8,1.1,93.994,-36.4,4.856,5191.0
2,0,98,2,1.4,93.918,-42.7,4.968,5228.1
5,0,322,0,-0.1,93.2,-42.0,4.021,5195.8
0,0,128,7,-1.8,92.893,-46.2,1.313,5099.1
1,0,150,1,1.4,94.465,-41.8,4.955,5228.1
2,0,65,0,1.4,93.918,-42.7,4.961,5228.1
3,0,173,0,1.4,93.444,-36.1,4.963,5228.1
5,0,109,0,-0.1,93.2,-42.0,4.245,5195.8
3,0,92,0,-2.9,92.201,-31.4,0.884,5076.2
0,0,246,0,1.1,93.994,-36.4,4.864,5191.0
0,0,184,0,-1.8,92.893,-46.2,1.281,5099.1
0,0,149,0,-1.8,92.893,-46.2,1.281,5099.1
8,0,177,0,-1.8,93.749,-34.6,0.644,5008.7
0,0,69,0,1.1,93.994,-36.4,4.86,5191.0
2,0,125,1,1.4,93.918,-42.7,4.962,5228.1
6,0,136,0,-0.2,92.756,-45.9,3.282,5176.3
5,0,42,6,-0.1,93.2,-42.0,4.076,5195.8
2,0,392,3,1.4,93.918,-42.7,4.962,5228.1
0,0,196,1,-1.8,92.893,-46.2,1.291,5099.1
5,0,168,2,-0.1,93.2,-42.0,4.076,5195.8
2,0,124,0,1.4,93.918,-42.7,4.962,5228.1
1,0,231,1,1.4,94.465,-41.8,4.866,5228.1
3,0,321,3,1.4,93.444,-36.1,4.966,5228.1
2,0,260,1,1.4,93.918,-42.7,4.963,5228.1
2,0,464,2,1.4,93.918,-42.7,4.957,5228.1
0,0,145,1,1.1,93.994,-36.4,4.86,5191.0
0,0,213,0,1.1,93.994,-36.4,4.856,5191.0
2,0,364,1,1.4,93.918,-42.7,4.961,5228.1
3,0,464,3,-2.9,92.201,-31.4,0.873,5076.2
0,0,503,1,-1.8,92.893,-46.2,1.334,5099.1
0,0,490,1,-1.8,92.893,-46.2,1.299,5099.1
1,0,243,0,1.4,94.465,-41.8,4.866,5228.1
0,0,246,2,1.1,93.994,-36.4,4.855,5191.0
3,0,84,4,1.4,93.444,-36.1,4.962,5228.1
3,0,421,0,1.4,93.444,-36.1,4.964,5228.1
2,0,426,0,1.4,93.918,-42.7,4.955,5228.1
3,0,119,0,1.4,93.444,-36.1,4.967,5228.1
0,0,230,0,1.1,93.994,-36.4,4.857,5191.0
0,3,133,0,-1.8,92.893,-46.2,1.266,5099.1
3,0,53,0,1.4,93.444,-36.1,4.964,5228.1
0,0,466,1,-1.8,92.893,-46.2,1.244,5099.1
1,0,95,7,1.4,94.465,-41.8,4.96,5228.1
1,0,113,0,-2.9,92.963,-40.8,1.268,5076.2
0,0,379,1,1.1,93.994,-36.4,4.857,5191.0
0,0,945,1,1.1,93.994,-36.4,4.856,5191.0
3,0,320,0,-2.9,92.201,-31.4,0.883,5076.2
0,0,134,0,1.1,93.994,-36.4,4.857,5191.0
2,0,156,0,1.4,93.918,-42.7,4.968,5228.1
0,0,152,1,1.1,93.994,-36.4,4.86,5191.0
3,0,44,0,1.4,93.444,-36.1,4.962,5228.1
2,0,947,5,1.4,93.918,-42.7,4.962,5228.1
2,0,330,1,1.4,93.918,-42.7,4.963,5228.1
3,0,90,0,1.4,93.444,-36.1,4.967,5228.1
8,0,250,0,-1.8,93.075,-47.1,1.41,5099.1
1,0,9,4,1.4,94.465,-41.8,4.959,5228.1
0,0,166,0,1.1,93.994,-36.4,4.856,5191.0
0,0,415,1,1.1,93.994,-36.4,4.856,5191.0
0,0,328,9,1.1,93.994,-36.4,4.858,5191.0
3,0,64,0,-2.9,92.201,-31.4,0.849,5076.2
0,0,327,1,1.1,93.994,-36.4,4.857,5191.0
0,0,317,0,1.1,93.994,-36.4,4.858,5191.0
3,0,102,3,1.4,93.444,-36.1,4.965,5228.1
3,0,109,1,1.4,93.444,-36.1,4.964,5228.1
2,0,160,3,1.4,93.918,-42.7,4.968,5228.1
5,0,91,3,-0.1,93.2,-42.0,4.076,5195.8
5,0,99,0,-0.1,93.2,-42.0,4.191,5195.8
3,0,292,1,1.4,93.444,-36.1,4.967,5228.1
2,0,126,0,1.4,93.918,-42.7,4.962,5228.1
1,0,192,0,-2.9,92.963,-40.8,1.26,5076.2
5,0,53,0,-0.1,93.2,-42.0,4.021,5195.8
1,0,75,2,1.4,94.465,-41.8,4.96,5228.1
0,0,600,0,1.1,93.994,-36.4,4.857,5191.0
2,0,196,1,1.4,93.918,-42.7,4.963,5228.1
8,0,534,2,-1.8,93.075,-47.1,1.405,5099.1
0,0,135,2,1.1,93.994,-36.4,4.864,5191.0
0,0,340,1,-1.8,92.893,-46.2,1.313,5099.1
8,0,740,2,-1.8,93.075,-47.1,1.466,5099.1
0,12,209,0,-1.8,93.876,-40.0,0.668,5008.7
2,0,161,3,1.4,93.918,-42.7,4.962,5228.1
0,0,258,0,1.1,93.994,-36.4,4.857,5191.0
0,0,62,2,-1.8,92.893,-46.2,1.281,5099.1
2,0,72,0,-2.9,92.469,-33.6,1.029,5076.2
5,0,175,2,-0.1,93.2,-42.0,4.021,5195.8
0,0,184,0,-1.8,92.893,-46.2,1.334,5099.1
5,0,67,0,-0.1,93.2,-42.0,4.076,5195.8
3,0,137,1,1.4,93.444,-36.1,4.964,5228.1
1,0,326,0,1.4,94.465,-41.8,4.959,5228.1
0,0,31,8,-1.8,92.893,-46.2,1.25,5099.1
0,0,96,3,1.1,93.994,-36.4,4.857,5191.0
0,0,320,0,1.1,93.994,-36.4,4.857,5191.0
5,0,164,2,-0.1,93.2,-42.0,4.021,5195.8
0,0,181,0,-1.8,92.893,-46.2,1.327,5099.1
0,0,95,0,1.1,93.994,-36.4,4.858,5191.0
0,0,376,2,1.1,93.994,-36.4,4.857,5191.0
0,0,323,1,-1.8,92.893,-46.2,1.334,5099.1
3,0,252,4,1.4,93.444,-36.1,4.967,5228.1
3,0,443,1,-1.7,94.027,-38.3,0.886,4991.6
3,0,93,0,-2.9,92.201,-31.4,0.883,5076.2
0,0,728,0,-1.8,92.893,-46.2,1.313,5099.1
2,0,224,0,1.4,93.918,-42.7,4.96,5228.1
3,2,489,1,-2.9,92.201,-31.4,0.884,5076.2
3,0,651,0,-2.9,92.201,-31.4,0.883,5076.2
0,0,216,1,1.1,93.994,-36.4,4.856,5191.0
1,0,82,2,1.4,94.465,-41.8,4.962,5228.1
4,3,306,2,-3.4,92.431,-26.9,0.733,5017.5
1,0,492,0,-2.9,92.963,-40.8,1.266,5076.2
5,0,94,6,-0.1,93.2,-42.0,4.021,5195.8
3,0,398,0,1.4,93.444,-36.1,4.963,5228.1
3,0,660,0,1.4,93.444,-36.1,4.963,5228.1
9,3,193,0,-1.1,94.199,-37.5,0.886,4963.6
0,0,22,5,-1.8,92.893,-46.2,1.25,5099.1
7,0,296,1,-1.8,92.843,-50.0,1.64,5099.1
0,0,227,1,1.1,93.994,-36.4,4.857,5191.0
0,3,223,0,-1.8,92.893,-46.2,1.259,5099.1
3,0,39,4,1.4,93.444,-36.1,4.964,5228.1
0,0,14,7,-1.8,92.893,-46.2,1.299,5099.1
3,0,121,10,1.4,93.444,-36.1,4.962,5228.1
2,0,766,2,1.4,93.918,-42.7,4.962,5228.1
5,3,56,0,-3.4,92.649,-30.1,0.716,5017.5
3,0,601,0,1.4,93.444,-36.1,4.967,5228.1
2,0,234,5,1.4,93.918,-42.7,4.961,5228.1
2,0,97,1,1.4,93.918,-42.7,4.962,5228.1
0,0,100,0,-1.8,92.893,-46.2,1.259,5099.1
0,0,88,0,1.1,93.994,-36.4,4.857,5191.0
0,0,612,0,-1.8,92.893,-46.2,1.313,5099.1
0,0,213,1,1.1,93.994,-36.4,4.857,5191.0
0,0,128,0,1.1,93.994,-36.4,4.858,5191.0
3,0,93,0,1.4,93.444,-36.1,4.966,5228.1
1,0,107,3,1.4,94.465,-41.8,4.961,5228.1
0,0,473,2,1.1,93.994,-36.4,4.86,5191.0
2,0,203,0,1.4,93.918,-42.7,4.962,5228.1
1,0,164,1,1.4,94.465,-41.8,4.961,5228.1
2,0,49,0,1.4,93.918,-42.7,4.959,5228.1
2,0,124,0,1.4,93.918,-42.7,4.962,5228.1
5,0,143,5,-0.1,93.2,-42.0,4.076,5195.8
0,0,188,1,1.1,93.994,-36.4,4.856,5191.0
9,1,216,0,-1.1,94.199,-37.5,0.879,4963.6
2,0,175,1,1.4,93.918,-42.7,4.963,5228.1
3,0,82,2,-2.9,92.201,-31.4,0.854,5076.2
3,0,125,0,1.4,93.444,-36.1,4.964,5228.1
3,0,645,6,1.4,93.444,-36.1,4.964,5228.1
2,0,428,1,1.4,93.918,-42.7,4.955,5228.1
0,0,161,0,-1.8,92.893,-46.2,1.266,5099.1
0,0,788,1,1.1,93.994,-36.4,4.859,5191.0
2,0,357,6,1.4,93.918,-42.7,4.962,5228.1
2,0,158,0,1.4,93.918,-42.7,4.957,5228.1
8,0,141,0,-1.8,93.075,-47.1,1.405,5099.1
0,0,193,1,-1.8,92.893,-46.2,1.327,5099.1
5,0,176,0,-0.1,93.2,-42.0,4.076,5195.8
0,0,175,0,1.1,93.994,-36.4,4.857,5191.0
0,0,188,1,1.1,93.994,-36.4,4.857,5191.0
3,0,64,5,1.4,93.444,-36.1,4.966,5228.1
1,0,42,0,1.4,94.465,-41.8,4.865,5228.1
3,0,39,2,1.4,93.444,-36.1,4.965,5228.1
5,0,281,2,-0.1,93.2,-42.0,4.12,5195.8
0,0,25,5,-1.8,92.893,-46.2,1.313,5099.1
0,0,297,0,-1.8,92.893,-46.2,1.244,5099.1
0,0,179,0,1.1,93.994,-36.4,4.857,5191.0
0,0,90,0,1.1,93.994,-36.4,4.86,5191.0
0,0,247,5,-1.8,92.893,-46.2,1.299,5099.1
0,0,373,1,1.1,93.994,-36.4,4.857,5191.0
0,0,220,5,1.1,93.994,-36.4,4.857,5191.0
8,0,154,0,-1.8,93.075,-47.1,1.479,5099.1
0,0,406,1,1.1,93.994,-36.4,4.856,5191.0
0,0,182,4,1.1,93.994,-36.4,4.857,5191.0
2,0,203,0,1.4,93.918,-42.7,4.962,5228.1
1,0,113,2,1.4,94.465,-41.8,4.967,5228.1
2,0,523,0,1.4,93.918,-42.7,4.959,5228.1
5,0,68,0,-0.1,93.2,-42.0,4.191,5195.8
0,1,762,0,-1.8,93.876,-40.0,0.682,5008.7
0,0,198,1,-1.8,92.893,-46.2,1.313,5099.1
5,0,82,5,-0.1,93.2,-42.0,4.153,5195.8
1,0,638,0,1.4,94.465,-41.8,4.864,5228.1
1,0,74,1,-2.9,92.963,-40.8,1.262,5076.2
1,0,216,2,1.4,94.465,-41.8,4.967,5228.1
4,0,217,0,-3.4,92.431,-26.9,0.72,5017.5
0,0,106,2,1.1,93.994,-36.4,4.857,5191.0
2,0,333,1,1.4,93.918,-42.7,4.96,5228.1
0,0,26,1,1.1,93.994,-36.4,4.856,5191.0
6,1,646,2,-3.0,92.713,-33.0,0.7,5023.5
0,0,19,6,-1.8,92.893,-46.2,1.266,5099.1
3,0,158,0,1.4,93.444,-36.1,4.966,5228.1
0,0,103,2,1.1,93.994,-36.4,4.855,5191.0
2,0,154,1,1.4,93.918,-42.7,4.962,5228.1
2,0,96,3,1.4,93.918,-42.7,4.963,5228.1
3,0,225,3,1.4,93.444,-36.1,4.968,5228.1
0,0,824,1,1.1,93.994,-36.4,4.859,5191.0
0,0,627,1,-1.8,92.893,-46.2,1.299,5099.1
1,0,131,0,1.4,94.465,-41.8,4.866,5228.1
2,0,177,1,1.4,93.918,-42.7,4.962,5228.1
0,0,227,0,-1.8,92.893,-46.2,1.344,5099.1
0,0,263,0,-1.8,92.893,-46.2,1.266,5099.1
0,0,162,0,1.1,93.994,-36.4,4.858,5191.0
0,0,469,0,-1.8,92.893,-46.2,1.299,5099.1
0,0,160,1,-1.8,92.893,-46.2,1.344,5099.1
0,0,485,2,1.1,93.994,-36.4,4.856,5191.0
7,0,230,1,-1.8,92.843,-50.0,1.687,5099.1
2,0,1000,0,1.4,93.918,-42.7,4.962,5228.1
8,0,75,1,-1.8,93.075,-47.1,1.41,5099.1
0,0,1118,1,1.1,93.994,-36.4,4.859,5191.0
3,0,123,0,1.4,93.444,-36.1,4.963,5228.1
1,0,18,32,1.4,94.465,-41.8,4.866,5228.1
3,0,151,1,1.4,93.444,-36.1,4.97,5228.1
5,0,154,2,-0.1,93.2,-42.0,4.153,5195.8
1,0,338,0,1.4,94.465,-41.8,4.864,5228.1
8,1,128,1,-1.8,93.749,-34.6,0.645,5008.7
3,0,182,0,1.4,93.444,-36.1,4.965,5228.1
5,0,281,1,-0.1,93.2,-42.0,4.076,5195.8
1,0,383,0,1.4,94.465,-41.8,4.967,5228.1
1,0,218,0,-2.9,92.963,-40.8,1.26,5076.2
0,0,152,0,-1.8,92.893,-46.2,1.299,5099.1
8,10,540,2,-1.8,93.075,-47.1,1.415,5099.1
8,0,120,0,-1.8,93.075,-47.1,1.445,5099.1
0,0,157,1,-1.8,92.893,-46.2,1.25,5099.1
5,0,303,0,-0.1,93.2,-42.0,4.191,5195.8
0,0,158,1,-1.8,92.893,-46.2,1.266,5099.1
0,0,394,1,1.1,93.994,-36.4,4.858,5191.0
2,0,147,0,1.4,93.918,-42.7,4.963,5228.1
3,0,77,2,1.4,93.444,-36.1,4.964,5228.1
2,0,249,2,1.4,93.918,-42.7,4.96,5228.1
3,0,384,3,1.4,93.444,-36.1,4.963,5228.1
0,0,221,1,-1.8,92.893,-46.2,1.344,5099.1
8,0,649,0,-1.8,93.075,-47.1,1.405,5099.1
0,0,130,0,1.1,93.994,-36.4,4.857,5191.0
1,0,84,2,1.4,94.465,-41.8,4.961,5228.1
0,0,312,2,-1.8,92.893,-46.2,1.354,5099.1
0,0,483,0,-1.8,92.893,-46.2,1.291,5099.1
1,3,308,0,-2.9,92.963,-40.8,1.262,5076.2
0,0,388,0,1.1,93.994,-36.4,4.858,5191.0
0,0,22,7,-1.8,92.893,-46.2,1.291,5099.1
2,0,228,1,1.4,93.918,-42.7,4.96,5228.1
1,0,40,0,1.4,94.465,-41.8,4.961,5228.1
1,0,142,1,1.4,94.465,-41.8,4.959,5228.1
2,0,870,2,1.4,93.918,-42.7,4.962,5228.1
2,0,206,0,1.4,93.918,-42.7,4.962,5228.1
0,0,54,3,-1.8,92.893,-46.2,1.244,5099.1
0,0,308,0,1.1,93.994,-36.4,4.855,5191.0
0,0,129,0,1.1,93.994,-36.4,4.856,5191.0
3,0,226,2,-1.7,94.027,-38.3,0.898,4991.6
8,0,76,0,-1.8,93.075,-47.1,1.405,5099.1
8,0,413,0,-1.8,93.075,-47.1,1.365,5099.1
1,0,197,9,1.4,94.465,-41.8,4.961,5228.1
8,0,151,2,-1.8,93.075,-47.1,1.384,5099.1
8,8,333,0,-1.8,93.749,-34.6,0.642,5008.7
0,0,19,7,-1.8,92.893,-46.2,1.266,5099.1
0,0,195,1,1.1,93.994,-36.4,4.857,5191.0
0,0,383,1,-1.8,92.893,-46.2,1.354,5099.1
5,0,361,0,-0.1,93.2,-42.0,4.076,5195.8
0,0,294,1,-1.8,92.893,-46.2,1.266,5099.1
0,0,192,0,1.1,93.994,-36.4,4.856,5191.0
4,0,148,0,-3.4,92.431,-26.9,0.741,5017.5
0,0,106,0,1.1,93.994,-36.4,4.855,5191.0
2,0,81,3,1.4,93.918,-42.7,4.968,5228.1
2,0,246,1,1.4,93.918,-42.7,4.962,5228.1
2,0,96,2,-2.9,92.469,-33.6,1.048,5076.2
0,0,201,0,-1.8,92.893,-46.2,1.266,5099.1
0,0,180,1,1.1,93.994,-36.4,4.857,5191.0
0,0,121,0,-1.8,92.893,-46.2,1.291,5099.1
2,0,240,9,1.4,93.918,-42.7,4.961,5228.1
2,0,240,0,1.4,93.918,-42.7,4.968,5228.1
8,0,129,1,-1.8,93.075,-47.1,1.423,5099.1
1,0,185,0,1.4,94.465,-41.8,4.864,5228.1
0,0,94,1,1.1,93.994,-36.4,4.856,5191.0
0,0,324,0,-1.8,92.893,-46.2,1.264,5099.1
2,0,821,2,1.4,93.918,-42.7,4.962,5228.1
5,0,385,0,-0.1,93.2,-42.0,4.153,5195.8
8,0,840,2,-1.8,93.075,-47.1,1.405,5099.1
